0.9803921568627451,3,0
2.941176470588235,4,0
4.901960784313725,5,0
6.862745098039215,9,0
8.823529411764705,109,0
10.784313725490195,239,0
12.745098039215685,266,0
14.705882352941176,357,0
16.666666666666664,402,0
18.627450980392155,555,0
20.588235294117645,794,0
22.549019607843135,1061,0
24.509803921568626,1027,0
26.470588235294116,903,0
28.431372549019606,768,0
30.392156862745097,792,0
32.35294117647059,780,0
34.31372549019608,733,0
36.27450980392156,682,0
38.23529411764706,676,0
40.19607843137254,707,0
42.15686274509804,617,0
44.11764705882352,611,0
46.07843137254902,586,0
48.0392156862745,591,0
50.0,587,0
51.96078431372548,574,0
53.92156862745098,488,0
55.882352941176464,446,0
57.84313725490196,452,0
59.803921568627445,455,0
61.76470588235294,379,0
63.725490196078425,353,0
65.68627450980392,352,0
67.6470588235294,351,0
69.60784313725489,297,0
71.56862745098039,261,0
73.52941176470588,267,0
75.49019607843137,261,0
77.45098039215685,268,0
79.41176470588235,231,0
81.37254901960785,216,0
83.33333333333333,208,0
85.29411764705881,189,0
87.25490196078431,198,0
89.2156862745098,187,0
91.17647058823529,182,0
93.13725490196077,205,0
95.09803921568627,161,0
97.05882352941177,145,0
99.01960784313725,159,0
100.98039215686273,153,0
102.94117647058823,117,0
104.90196078431373,119,0
106.86274509803921,130,0
108.8235294117647,132,0
110.7843137254902,132,0
112.74509803921569,97,0
114.70588235294117,118,0
116.66666666666666,107,0
118.62745098039215,113,0
120.58823529411765,99,0
122.54901960784314,93,0
124.50980392156862,114,0
126.47058823529412,96,0
128.4313725490196,85,0
130.39215686274508,93,0
132.35294117647058,95,0
134.31372549019608,83,0
136.27450980392155,75,0
138.23529411764707,82,0
140.19607843137254,72,0
142.156862745098,61,0
144.11764705882354,64,0
146.078431372549,78,0
148.0392156862745,72,0
150.0,57,0
151.96078431372547,64,0
153.921568627451,89,0
155.88235294117646,85,0
157.84313725490193,75,0
159.80392156862746,61,0
161.76470588235293,71,0
163.72549019607843,83,0
165.68627450980392,67,0
